pos_element	neg_element	POS	pos_key	neg_key	pos_definition	neg_definition	reversed	affixal/non-affixal	negative affix	positive affix	direct/indirect	subtype
hard	soft	a	hard%3:00:05::	soft%3:00:05::	(of light) transmitted directly from a pointed light source	(of light) transmitted from a broad light source or reflected	no	non-affixal				
loud	soft	a	loud%3:00:00::	soft%3:00:04::	characterized by or producing sound of great volume or intensity	(of sound) relatively low in volume	no	non-affixal				
hard_water	soft_water	n	hard_water%1:27:00::	soft_water%1:27:00::	water that contains mineral salts (as calcium and magnesium ions) that limit the formation of lather with soap	water that is not hard (does not contain mineral salts that interfere with the formation of lather with soap)	no	non-affixal				
hardhearted	softhearted	a	hardhearted%3:00:00::	softhearted%3:00:00::	lacking in feeling or pity or warmth	easily moved to pity or sorrow	no	non-affixal				
loudly	softly	r	loudly%4:02:00::	softly%4:02:00::	with relatively high volume	with low volume	no	non-affixal				
hardness	softness	n	hardness%1:07:01::	softness%1:07:00::	the property of being rigid and resistant to pressure; not easily scratched; measured on Mohs scale	the property of giving little resistance to pressure and being easily cut or molded	no	non-affixal				
sharpness	softness	n	sharpness%1:07:03::	softness%1:07:05::	the quality of being sharp and clear	the quality of being indistinct and without sharp outlines	no	non-affixal				
hardware	software	n	hardware%1:06:01::	software%1:10:00::	(computer science) the mechanical, magnetic, electronic, and electrical components making up a computer system	(computer science) written programs or procedures or rules and associated documentation pertaining to the operation of a computer system and that are stored in read/write memory	no	non-affixal				
joy	sorrow	n	joy%1:12:00::	sorrow%1:12:00::	the emotion of great happiness	an emotion of great sadness associated with loss or bereavement	no	non-affixal				
north	south	a	north%3:00:00::	south%3:00:00::	situated in or facing or moving toward or coming from the north	situated in or facing or moving toward or coming from the south	no	non-affixal				
northern	southern	a	northern%3:00:02::	southern%3:00:02::	in or characteristic of a region of the United States north of (approximately) the Mason-Dixon line	in or characteristic of a region of the United States south of (approximately) the Mason-Dixon line	no	non-affixal				
northernness	southernness	n	northernness%1:07:00::	southernness%1:07:00::	the property of being to the north	the property of being to the south	no	non-affixal				
general_verdict	special_verdict	n	general_verdict%1:04:00::	special_verdict%1:04:00::	an ordinary verdict declaring which party prevails without any special findings of fact	a verdict rendered on certain specific factual issues posed by the court without finding for one party or the other	no	non-affixal				
diversify	specialize	v	diversify%2:30:00::	specialize%2:30:00::	vary in order to spread risk or to expand	become more focus on an area of activity or field of study	no	non-affixal				
general	specific	n	general%1:09:00::	specific%1:09:00::	a fact about the whole (as opposed to particular)	a fact about some part (as opposed to general)	no	non-affixal				
soft-finned_fish	spiny-finned_fish	n	soft-finned_fish%1:05:00::	spiny-finned_fish%1:05:00::	any fish of the superorder Malacopterygii	a teleost fish with fins that are supported by sharp inflexible rays	no	non-affixal				
merit_system	spoils_system	n	merit_system%1:09:00::	spoils_system%1:09:00::	the system of employing and promoting civil servants on the basis of ability	the system of employing and promoting civil servants who are friends and supporters of the group in power	no	non-affixal				
continual	sporadic	a	continual%3:00:00::	sporadic%3:00:00::	occurring without interruption; chiefly restricted to what recurs regularly or frequently in a prolonged and closely spaced series	recurring in scattered and irregular or unpredictable instances	no	non-affixal				
neap_tide	springtide	n	neap_tide%1:11:00::	springtide%1:11:00::	a less than average tide occurring at the first and third quarters of the moon	a greater than average tide occurring during the new and full moons	no	non-affixal				
genuineness	spuriousness	n	genuineness%1:26:00::	spuriousness%1:26:00::	the state of being genuine	state of lacking genuineness	no	non-affixal				
round	square	a	round%3:00:00::	square%3:00:00::	having a circular shape	having four equal sides and four right angles or forming a right angle	no	non-affixal				
liar	square_shooter	n	liar%1:18:00::	square_shooter%1:18:00::	a person who has lied or who lies repeatedly	a frank and honest person	no	non-affixal				
legato	staccato	a	legato%3:00:00::	staccato%3:00:00::	(music) without breaks between notes; smooth and connected	(music) marked by or composed of disconnected parts or sounds; cut short crisply	no	non-affixal				
freshness	staleness	n	freshness%1:07:01::	staleness%1:07:01::	the property of being pure and fresh (as if newly made); not stale or deteriorated	having lost purity and freshness as a consequence of aging	no	non-affixal				
sit	stand	v	sit%2:35:00::	stand%2:35:00::	be seated	be standing; be upright	no	non-affixal				
sitter	stander	n	sitter%1:18:01::	stander%1:18:00::	an organism (person or animal) that sits	an organism (person or animal) that stands	no	non-affixal				
starchy	starchless	a	starchy%3:00:00::	starchless%3:00:00::	consisting of or containing starch	lacking starch	no	non-affixal				
rotor	stator	n	rotor%1:06:01::	stator%1:06:00::	the rotating armature of a motor or generator	mechanical device consisting of the stationary part of a motor or generator in or around which the rotor revolves	no	non-affixal				
move	stay	v	move%2:38:02::	stay%2:38:00::	change residence, affiliation, or place of employment	"stay put (in a certain place); we are not moving to Cincinnati"""	no	non-affixal				
depart	stay	v	depart%2:38:00::	stay%2:38:01::	go away or leave	remain behind	no	non-affixal				
gradual	steep	a	gradual%3:00:02::	steep%3:00:00::	(of a topographical gradient) not steep or abrupt	having a sharp inclination	no	non-affixal				
sparkling	still	a	sparkling%3:00:00::	still%3:00:00::	used of wines and waters; charged naturally or artificially with carbon dioxide	not sparkling	no	non-affixal				
liveborn_infant	stillborn_infant	n	liveborn_infant%1:18:00::	stillborn_infant%1:18:00::	infant who shows signs of life after birth	infant who shows no signs of life after birth	no	non-affixal				
stifle	stimulate	v	stifle%2:30:00::	stimulate%2:30:00::	smother or suppress	act as a stimulant	yes	non-affixal				
depressant	stimulative	a	depressant%3:00:00::	stimulative%3:00:00::	capable of depressing physiological or psychological activity or response by a chemical agent	capable of arousing or accelerating physiological or psychological activity or response by a chemical agent	no	non-affixal				
generosity	stinginess	n	generosity%1:07:00::	stinginess%1:07:00::	the trait of being willing to give your money or time	a lack of generosity; a general unwillingness to part with money	no	non-affixal				
generous	stingy	a	generous%3:00:01::	stingy%3:00:00::	willing to give and share unstintingly	unwilling to spend	no	non-affixal				
start	stop	v	start%2:38:00::	stop%2:38:00::	begin or set in motion	come to a halt, stop moving	no	non-affixal				
calm	stormy	a	calm%3:00:00::	stormy%3:00:00::	(of weather) free from storm or wind	(especially of weather) affected or characterized by storms or commotion	no	non-affixal				
split_ticket	straight_ticket	n	split_ticket%1:04:00::	straight_ticket%1:04:00::	a ballot cast by a voter who votes for candidates from more than one party	a ballot cast by a voter who votes for all the candidates of one party	no	non-affixal				
curliness	straightness	n	curliness%1:07:00::	straightness%1:07:01::	(of hair) a tendency to curl	(of hair) lack of a tendency to curl	no	non-affixal				
acquaintance	stranger	n	acquaintance%1:18:00::	stranger%1:18:01::	a person with whom you are acquainted	an individual that one is not acquainted with	no	non-affixal				
shrink	stretch	v	shrink%2:30:00::	stretch%2:30:00::	become smaller or draw together	become longer by being stretched and pulled	no	non-affixal				
location	studio	n	location%1:06:00::	studio%1:06:02::	a workplace away from a studio at which some or all of a movie may be made	workplace consisting of a room or building where movies or television shows or radio programs are produced and recorded	no	non-affixal				
smart	stupid	a	smart%3:00:00::	stupid%3:00:00::	showing mental alertness and calculation and resourcefulness	lacking or marked by lack of intellectual acuity	no	non-affixal				
intelligence	stupidity	n	intelligence%1:09:00::	stupidity%1:09:00::	the ability to comprehend; to understand and profit from experience	a poor ability to understand or to profit from experience	no	non-affixal				
objective	subjective	a	objective%3:00:00::	subjective%3:00:00::	undistorted by emotion or personal bias; based on observable phenomena	taking place within the mind and modified by individual bias	no	non-affixal				
objectively	subjectively	r	objectively%4:02:00::	subjectively%4:02:00::	with objectivity	in a subjective way	no	non-affixal				
superscript	subscript	n	superscript%1:10:00::	subscript%1:10:00::	a character or symbol set or printed or written above and immediately to one side of another character	a character or symbol set or printed or written beneath or slightly below and to the side of another character	no	non-affixal				
surface	subsurface	a	surface%3:00:00::	subsurface%3:00:00::	on the surface	beneath the surface	no	non-affixal				
add	subtract	v	add%2:31:00::	subtract%2:31:00::	make an addition by combining numbers	make a subtraction	no	non-affixal				
additive	subtractive	a	additive%3:00:00::	subtractive%3:00:00::	characterized or produced by addition	constituting or involving subtraction	no	non-affixal				
preceding	succeeding	a	preceding%3:00:00::	succeeding%3:00:00::	existing or coming before	coming after or following	no	non-affixal				
failure	success	n	failure%1:26:00::	success%1:26:00::	lack of success	a state of prosperity or fame	no	non-affixal				
gradual	sudden	a	gradual%3:00:01::	sudden%3:00:00::	proceeding in small stages	happening without warning or in a short space of time	no	non-affixal				
prefix	suffix	v	prefix%2:35:00::	suffix%2:35:00::	attach a prefix to	attach a suffix to	no	non-affixal				
vernal	summery	a	vernal%3:00:00::	summery%3:00:00::	of or characteristic of or occurring in spring	belonging to or characteristic of or occurring in summer	no	non-affixal				
sunrise	sunset	n	sunrise%1:28:00::	sunset%1:28:00::	the first light of day	the time in the evening at which the sun begins to fall below the horizon	no	non-affixal				
profound	superficial	a	profound%3:00:00::	superficial%3:00:00::	showing intellectual penetration or emotional depth	concerned with or comprehending only what is apparent or obvious; not deep or penetrating emotionally or intellectually	no	non-affixal				
